id,module,question,answer_option_1,answer_option_2
f8b12a43-9c21-4b5e-8d7a-123456789005,basic_introductions,"Hvad sprog taler du?","Jeg taler engelsk og dansk.",""
f8b12a43-9c21-4b5e-8d7a-123456789006,basic_introductions,"Er du gift?","Ja, jeg er gift.","Nej, jeg er ikke gift."
f8b12a43-9c21-4b5e-8d7a-123456789007,basic_introductions,"Har du børn?","Ja, jeg har to børn.","Nej, jeg har ingen børn."
f8b12a43-9c21-4b5e-8d7a-123456789008,basic_introductions,"Hvordan har du det?","Jeg har det godt, tak.",""
f8b12a43-9c21-4b5e-8d7a-123456789009,basic_introductions,"Hvor længe har du boet i Danmark?","Jeg har boet her i to år.","Jeg flyttede hertil for to år siden."
f8b12a43-9c21-4b5e-8d7a-123456789010,transportation,"Hvordan kommer du på arbejde?","Jeg tager bussen.",""
f8b12a43-9c21-4b5e-8d7a-123456789011,transportation,"Hvornår går det næste tog?","Toget går om ti minutter.",""
f8b12a43-9c21-4b5e-8d7a-123456789012,transportation,"Hvor er busstoppestedet?","Det er lige rundt om hjørnet.",""
f8b12a43-9c21-4b5e-8d7a-123456789013,transportation,"Skal jeg købe en billet?","Ja, du skal købe en billet.",""
f8b12a43-9c21-4b5e-8d7a-123456789014,transportation,"Hvor meget koster en enkeltbillet?","Den koster 24 kroner.",""
f8b12a43-9c21-4b5e-8d7a-123456789015,transportation,"Går denne bus til centrum?","Ja, den kører til centrum.",""
f8b12a43-9c21-4b5e-8d7a-123456789016,transportation,"Hvor lang tid tager turen?","Det tager cirka 20 minutter.",""
f8b12a43-9c21-4b5e-8d7a-123456789017,transportation,"Er der plads til min cykel i toget?","Ja, der er plads til cykler.",""
f8b12a43-9c21-4b5e-8d7a-123456789018,transportation,"Hvilken perron går toget fra?","Det går fra perron 3.",""
f8b12a43-9c21-4b5e-8d7a-123456789019,shopping,"Hvor ligger den nærmeste supermarked?","Det ligger to gader herfra.",""
f8b12a43-9c21-4b5e-8d7a-123456789020,shopping,"Har I økologiske grøntsager?","Ja, de er i den afdeling der.",""
f8b12a43-9c21-4b5e-8d7a-123456789021,shopping,"Hvad koster denne trøje?","Den koster 299 kroner.",""
f8b12a43-9c21-4b5e-8d7a-123456789022,shopping,"Har I dette i størrelse medium?","Ja, vi har det i medium.",""
f8b12a43-9c21-4b5e-8d7a-123456789023,shopping,"Kan jeg betale med kort?","Ja, vi tager både dankort og kreditkort.",""
f8b12a43-9c21-4b5e-8d7a-123456789024,shopping,"Har I en pose?","Ja, en pose koster 2 kroner.",""
f8b12a43-9c21-4b5e-8d7a-123456789025,shopping,"Kan jeg få byttet denne vare?","Ja, med bon inden for 14 dage.",""
f8b12a43-9c21-4b5e-8d7a-123456789026,shopping,"Er der udsalg?","Ja, vi har 50% rabat på alt tøj.",""
f8b12a43-9c21-4b5e-8d7a-123456789027,shopping,"Kan jeg få en kvittering?","Ja, selvfølgelig.",""
f8b12a43-9c21-4b5e-8d7a-123456789028,health_and_emergencies,"Jeg har brug for en læge.","Skal jeg ringe efter en læge?",""
f8b12a43-9c21-4b5e-8d7a-123456789029,health_and_emergencies,"Hvor er det nærmeste apotek?","Det ligger på hovedgaden.",""
f8b12a43-9c21-4b5e-8d7a-123456789030,health_and_emergencies,"Jeg har ondt i maven.","Hvor længe har du haft ondt?",""
f8b12a43-9c21-4b5e-8d7a-123456789031,health_and_emergencies,"Har du hovedpine?","Ja, jeg har hovedpine.",""
f8b12a43-9c21-4b5e-8d7a-123456789032,health_and_emergencies,"Jeg skal bestille en tid.","Hvilken dag passer dig bedst?",""
f8b12a43-9c21-4b5e-8d7a-123456789033,health_and_emergencies,"Er det akut?","Ja, det er meget akut.",""
f8b12a43-9c21-4b5e-8d7a-123456789034,health_and_emergencies,"Hvad er symptomerne?","Jeg har feber og hoste.",""
f8b12a43-9c21-4b5e-8d7a-123456789035,health_and_emergencies,"Tager I imod nye patienter?","Ja, vi tager imod nye patienter.",""
f8b12a43-9c21-4b5e-8d7a-123456789036,health_and_emergencies,"Ring 112!","Jeg ringer efter en ambulance.",""
f8b12a43-9c21-4b5e-8d7a-123456789037,directions,"Hvor ligger banegården?","Den ligger lige frem og til højre.",""
f8b12a43-9c21-4b5e-8d7a-123456789038,directions,"Hvordan kommer jeg til biblioteket?","Gå lige ud og drej til venstre.",""
f8b12a43-9c21-4b5e-8d7a-123456789039,directions,"Er det langt herfra?","Nej, det er cirka 5 minutter til fods.",""
f8b12a43-9c21-4b5e-8d7a-123456789040,directions,"Kan jeg gå derhen?","Ja, det er inden for gåafstand.",""
f8b12a43-9c21-4b5e-8d7a-123456789041,directions,"Undskyld, jeg er faret vild.","Hvor skal du hen?",""
f8b12a43-9c21-4b5e-8d7a-123456789042,directions,"Er dette den rigtige vej?","Ja, du går den rigtige vej.",""
f8b12a43-9c21-4b5e-8d7a-123456789043,directions,"Hvor er den nærmeste café?","Der ligger en café på hjørnet.",""
f8b12a43-9c21-4b5e-8d7a-123456789044,directions,"Er der en park i nærheden?","Ja, parken ligger bag kirken.",""
f8b12a43-9c21-4b5e-8d7a-123456789045,directions,"Kan du vise mig på kortet?","Ja, vi er her, og du skal derhen.",""
f8b12a43-9c21-4b5e-8d7a-123456789046,housing,"Hvor stort er lejligheden?","Den er 75 kvadratmeter.",""
f8b12a43-9c21-4b5e-8d7a-123456789047,housing,"Hvad er huslejen?","Huslejen er 8.000 kr. om måneden.",""
f8b12a43-9c21-4b5e-8d7a-123456789048,housing,"Er der vaskemaskine?","Ja, der er vaskekælder.",""
f8b12a43-9c21-4b5e-8d7a-123456789049,housing,"Hvor mange værelser er der?","Der er tre værelser og et køkken.",""
f8b12a43-9c21-4b5e-8d7a-123456789050,housing,"Er der altan?","Ja, der er en stor altan mod syd.",""
f8b12a43-9c21-4b5e-8d7a-123456789051,housing,"Er varme inkluderet?","Nej, varme betales separat.",""
f8b12a43-9c21-4b5e-8d7a-123456789052,housing,"Hvornår kan jeg flytte ind?","Du kan flytte ind den første.",""
f8b12a43-9c21-4b5e-8d7a-123456789053,housing,"Skal jeg betale depositum?","Ja, tre måneders depositum.",""
f8b12a43-9c21-4b5e-8d7a-123456789054,housing,"Må jeg have husdyr?","Ja, små husdyr er tilladt.",""
f8b12a43-9c21-4b5e-8d7a-123456789055,daily_routines,"Hvornår står du op?","Jeg står op klokken syv.",""
f8b12a43-9c21-4b5e-8d7a-123456789056,daily_routines,"Hvad spiser du til morgenmad?","Jeg spiser havregryn.",""
f8b12a43-9c21-4b5e-8d7a-123456789057,daily_routines,"Hvordan kommer du på arbejde?","Jeg cykler på arbejde.",""
f8b12a43-9c21-4b5e-8d7a-123456789058,daily_routines,"Hvornår har du frokostpause?","Jeg har pause klokken tolv.",""
f8b12a43-9c21-4b5e-8d7a-123456789059,daily_routines,"Hvad laver du efter arbejde?","Jeg træner i fitnesscenteret.",""
f8b12a43-9c21-4b5e-8d7a-123456789060,daily_routines,"Hvornår spiser du aftensmad?","Jeg spiser omkring klokken seks.",""
f8b12a43-9c21-4b5e-8d7a-123456789061,daily_routines,"Ser du fjernsyn om aftenen?","Ja, jeg ser lidt fjernsyn.",""
f8b12a43-9c21-4b5e-8d7a-123456789062,daily_routines,"Hvornår går du i seng?","Jeg går i seng klokken elleve.",""
f8b12a43-9c21-4b5e-8d7a-123456789063,daily_routines,"Laver du madpakke?","Ja, jeg laver madpakke hver dag.",""
f8b12a43-9c21-4b5e-8d7a-123456789064,daily_routines,"Hvad laver du i weekenden?","Jeg slapper af og ser venner.",""
f8b12a43-9c21-4b5e-8d7a-323456789001,football,"Hvilket hold holder du med?","Jeg holder med FC København.",""
f8b12a43-9c21-4b5e-8d7a-323456789002,football,"Hvornår er den næste kamp?","På lørdag klokken 16.","På lørdag eftermiddag."
f8b12a43-9c21-4b5e-8d7a-323456789003,football,"Spiller du selv fodbold?","Ja, jeg spiller på et lokalt hold.",""
f8b12a43-9c21-4b5e-8d7a-323456789004,football,"Hvilken position spiller du?","Jeg spiller midtbane.",""
f8b12a43-9c21-4b5e-8d7a-323456789005,football,"Hvor ofte træner I?","Vi træner tirsdag og torsdag.",""
f8b12a43-9c21-4b5e-8d7a-323456789006,football,"Har du set kampen?","Ja, det var en god kamp.","Ja, det var en spændende kamp."
f8b12a43-9c21-4b5e-8d7a-323456789007,football,"Hvor kan man købe billetter?","Du kan købe dem online eller i klubhuset.",""
f8b12a43-9c21-4b5e-8d7a-323456789008,football,"Er der udebaneture?","Ja, vi tager til Aarhus næste uge.",""
f8b12a43-9c21-4b5e-8d7a-323456789009,football,"Skal vi se kampen sammen?","Ja, lad os mødes i fanklubben.",""
f8b12a43-9c21-4b5e-8d7a-323456789010,football,"Hvordan gik træningen?","Det gik godt, men jeg er træt.",""
f8b12a43-9c21-4b5e-8d7a-323456789011,football,"Er banen god at spille på?","Ja, græsset er perfekt i dag.",""
f8b12a43-9c21-4b5e-8d7a-323456789012,football,"Har du dine fodboldstøvler med?","Ja, jeg har dem i tasken.",""
f8b12a43-9c21-4b5e-8d7a-323456789013,trail_running,"Kender du nogle gode løberuter?","Ja, Dyrehaven er perfekt til trail running.",""
f8b12a43-9c21-4b5e-8d7a-323456789014,trail_running,"Hvor lang er ruten?","Den er cirka ti kilometer.","Den tager omkring en time."
f8b12a43-9c21-4b5e-8d7a-323456789015,trail_running,"Er stien godt markeret?","Ja, følg de røde mærker.",""
f8b12a43-9c21-4b5e-8d7a-323456789016,trail_running,"Er der mange bakker?","Ja, særligt i den sidste del.",""
f8b12a43-9c21-4b5e-8d7a-323456789017,trail_running,"Har du vandflasken med?","Ja, og nogle energibarer.",""
f8b12a43-9c21-4b5e-8d7a-323456789018,trail_running,"Er der drikkevand undervejs?","Ja, der er en vandpost ved shelteren.",""
f8b12a43-9c21-4b5e-8d7a-323456789019,trail_running,"Hvornår løber du normalt?","Jeg løber tidligt om morgenen.",""
f8b12a43-9c21-4b5e-8d7a-323456789020,trail_running,"Er stierne mudrede?","Ja, tag trail-sko på.",""
f8b12a43-9c21-4b5e-8d7a-323456789021,trail_running,"Skal vi løbe sammen i weekenden?","Ja, lad os mødes ved parkeringspladsen.",""
f8b12a43-9c21-4b5e-8d7a-323456789022,trail_running,"Kender du Hareskoven?","Ja, der er gode trails derude.",""
f8b12a43-9c21-4b5e-8d7a-323456789023,trail_running,"Hvordan var din løbetur?","Det var hårdt, men fantastisk udsigt.","Det var anstrengende, men smuk natur."
f8b12a43-9c21-4b5e-8d7a-323456789024,trail_running,"Er der vilde dyr på ruten?","Ja, vi ser tit rådyr om morgenen.",""
f8b12a43-9c21-4b5e-8d7a-323456789025,trail_running,"Hvad er din længste tur?","Min længste tur var 25 kilometer.",""
f8b12a43-9c21-4b5e-8d7a-323456789026,trail_running,"Er der toiletter ved ruten?","Ja, ved startpunktet og midtvejs.",""
f8b12a43-9c21-4b5e-8d7a-323456789027,trail_running,"Bruger du løbe-app?","Ja, jeg bruger Strava.",""
f8b12a43-9c21-4b5e-8d7a-223456789001,family_relations,"Hvem er det på billedet?","Det er min mor og far.",""
f8b12a43-9c21-4b5e-8d7a-223456789002,family_relations,"Har du søskende?","Ja, jeg har en storebror og en lillesøster.",""
f8b12a43-9c21-4b5e-8d7a-223456789003,family_relations,"Er dine bedsteforældre danske?","Nej, de bor i Holland.",""
f8b12a43-9c21-4b5e-8d7a-223456789004,family_relations,"Hvor gammel er din datter?","Hun er fem år gammel.",""
f8b12a43-9c21-4b5e-8d7a-223456789005,family_relations,"Hvad laver din kone?","Hun arbejder som læge.","Hun er læge."
f8b12a43-9c21-4b5e-8d7a-223456789006,family_relations,"Hvor bor din fætter?","Han bor i Auckland.","Han er flyttet til Auckland."
f8b12a43-9c21-4b5e-8d7a-223456789007,family_relations,"Er din kusine gift?","Ja, hun blev gift sidste sommer.",""
f8b12a43-9c21-4b5e-8d7a-223456789008,family_relations,"Kommer din svigerfamilie på besøg?","Ja, de kommer til jul.",""
f8b12a43-9c21-4b5e-8d7a-223456789009,family_relations,"Hvor mange børnebørn har din mormor?","Hun har fem børnebørn.",""
f8b12a43-9c21-4b5e-8d7a-223456789010,hobbies_interests,"Hvad laver du i din fritid?","Jeg spiller rugby.","Jeg går til rugby."
f8b12a43-9c21-4b5e-8d7a-223456789011,hobbies_interests,"Hvor ofte træner du?","Jeg træner tre gange om ugen.",""
f8b12a43-9c21-4b5e-8d7a-223456789012,hobbies_interests,"Kan du lide at læse?","Ja, jeg læser meget.","Ja, jeg elsker at læse."
f8b12a43-9c21-4b5e-8d7a-223456789013,hobbies_interests,"Hvilken slags musik hører du?","Jeg hører mest pop og rock.",""
f8b12a43-9c21-4b5e-8d7a-223456789014,hobbies_interests,"Spiller du et instrument?","Ja, jeg spiller guitar.",""
f8b12a43-9c21-4b5e-8d7a-223456789015,hobbies_interests,"Går du til dans?","Nej, men jeg vil gerne lære det.",""
f8b12a43-9c21-4b5e-8d7a-223456789016,hobbies_interests,"Ser du serier på Netflix?","Ja, jeg ser mange serier.","Ja, jeg streamer meget."
f8b12a43-9c21-4b5e-8d7a-223456789017,hobbies_interests,"Laver du mad?","Ja, jeg elsker at lave mad.",""
f8b12a43-9c21-4b5e-8d7a-223456789018,hobbies_interests,"Har du en have?","Ja, jeg dyrker grøntsager.",""
f8b12a43-9c21-4b5e-8d7a-223456789019,celebrations,"Hvornår har du fødselsdag?","Jeg har fødselsdag den 15. marts.",""
f8b12a43-9c21-4b5e-8d7a-223456789020,celebrations,"Fejrer I jul?","Ja, vi fejrer dansk jul.","Ja, vi holder jul på dansk vis."
f8b12a43-9c21-4b5e-8d7a-223456789021,celebrations,"Hvad laver I til nytår?","Vi ser fyrværkeri ved Rådhuspladsen.",""
f8b12a43-9c21-4b5e-8d7a-223456789022,celebrations,"Holder I fastelavn?","Ja, børnene slår katten af tønden.",""
f8b12a43-9c21-4b5e-8d7a-223456789023,celebrations,"Fejrer du påske?","Ja, vi holder påskefrokost.",""
f8b12a43-9c21-4b5e-8d7a-223456789024,celebrations,"Kommer I til sommerfesten?","Ja, vi kommer alle sammen.",""
f8b12a43-9c21-4b5e-8d7a-223456789025,celebrations,"Hvad ønsker du dig i gave?","Jeg ønsker mig en ny cykel.",""
f8b12a43-9c21-4b5e-8d7a-223456789026,celebrations,"Skal I holde sankthans?","Ja, vi skal se bålet ved stranden.",""
f8b12a43-9c21-4b5e-8d7a-223456789027,celebrations,"Er der reception efter brylluppet?","Ja, det er på Restaurant Noma.",""
f8b12a43-9c21-4b5e-8d7a-223456789028,phone_communication,"Kan jeg låne din telefon?","Ja, selvfølgelig.","Ja, værsgo."
f8b12a43-9c21-4b5e-8d7a-223456789029,phone_communication,"Hvad er dit nummer?","Mit nummer er 50 12 34 56.",""
f8b12a43-9c21-4b5e-8d7a-223456789030,phone_communication,"Kan du sende mig en SMS?","Ja, jeg sender den nu.",""
f8b12a43-9c21-4b5e-8d7a-223456789031,phone_communication,"Har du MobilePay?","Ja, jeg kan sende dig penge.",""
f8b12a43-9c21-4b5e-8d7a-223456789032,phone_communication,"Er der god forbindelse her?","Nej, signalet er dårligt.",""
f8b12a43-9c21-4b5e-8d7a-223456789033,phone_communication,"Skal vi FaceTime?","Ja, ring når du er klar.",""
f8b12a43-9c21-4b5e-8d7a-223456789034,phone_communication,"Har du taletidskort?","Nej, jeg har abonnement.",""
f8b12a43-9c21-4b5e-8d7a-223456789035,phone_communication,"Kan du høre mig?","Ja, men du bryder lidt ud.",""
f8b12a43-9c21-4b5e-8d7a-223456789036,phone_communication,"Ringer du tilbage senere?","Ja, om en halv time.",""
f8b12a43-9c21-4b5e-8d7a-223456789037,emotions_feelings,"Hvordan har du det?","Jeg er meget glad i dag.",""
f8b12a43-9c21-4b5e-8d7a-223456789038,emotions_feelings,"Er du træt?","Ja, jeg er udmattet.",""
f8b12a43-9c21-4b5e-8d7a-223456789039,emotions_feelings,"Hvorfor er du ked af det?","Jeg savner min familie.",""
f8b12a43-9c21-4b5e-8d7a-223456789040,emotions_feelings,"Er du stresset?","Ja, jeg har meget arbejde.",""
f8b12a43-9c21-4b5e-8d7a-223456789041,emotions_feelings,"Er du nervøs?","Ja, lidt nervøs.","Ja, jeg har sommerfugle i maven."
f8b12a43-9c21-4b5e-8d7a-223456789042,emotions_feelings,"Er du sulten?","Ja, jeg er meget sulten.",""
f8b12a43-9c21-4b5e-8d7a-223456789043,emotions_feelings,"Er du forvirret?","Ja, jeg forstår det ikke.",""
f8b12a43-9c21-4b5e-8d7a-223456789044,emotions_feelings,"Er du overrasket?","Ja, det havde jeg ikke ventet.",""
f8b12a43-9c21-4b5e-8d7a-223456789045,emotions_feelings,"Er du skuffet?","Ja, det gik ikke som planlagt.",""
f8b12a43-9c21-4b5e-8d7a-223456789046,internet_computer,"Hvad er WiFi-koden?","Koden er Danmark2024.",""
f8b12a43-9c21-4b5e-8d7a-223456789047,internet_computer,"Virker internettet?","Nej, det er meget langsomt.",""
f8b12a43-9c21-4b5e-8d7a-223456789048,internet_computer,"Har du en oplader?","Ja, du kan låne min.",""
f8b12a43-9c21-4b5e-8d7a-223456789049,internet_computer,"Kan du hjælpe med computeren?","Ja, hvad er problemet?",""
f8b12a43-9c21-4b5e-8d7a-223456789050,internet_computer,"Har du printet dokumenterne?","Ja, de ligger på bordet.",""
f8b12a43-9c21-4b5e-8d7a-223456789051,internet_computer,"Skal jeg gemme filen?","Ja, gem den på skrivebordet.",""
f8b12a43-9c21-4b5e-8d7a-223456789052,internet_computer,"Er der virus på computeren?","Ja, vi skal scanne den.",""
f8b12a43-9c21-4b5e-8d7a-223456789053,internet_computer,"Har du backup?","Ja, på min eksterne harddisk.",""
f8b12a43-9c21-4b5e-8d7a-223456789054,internet_computer,"Er skærmen gået i stykker?","Ja, den skal repareres.",""
f8b12a43-9c21-4b5e-8d7a-223456789055,nature_environment,"Hvor er den nærmeste park?","Fælledparken ligger tæt på.",""
f8b12a43-9c21-4b5e-8d7a-223456789056,nature_environment,"Er der en strand i nærheden?","Ja, Amager Strand.",""
f8b12a43-9c21-4b5e-8d7a-223456789057,nature_environment,"Har du set den nye vindmøllepark?","Ja, den er imponerende.",""
f8b12a43-9c21-4b5e-8d7a-223456789058,nature_environment,"Sorterer du dit affald?","Ja, i fire forskellige containere.",""
f8b12a43-9c21-4b5e-8d7a-223456789059,nature_environment,"Er luften ren i dag?","Ja, det er en klar dag.",""
f8b12a43-9c21-4b5e-8d7a-223456789060,nature_environment,"Hvor er genbrugsstationen?","Den ligger på Vermlandsgade.",""
f8b12a43-9c21-4b5e-8d7a-223456789061,nature_environment,"Er vandet rent nok til at bade?","Ja, der er blåt flag.",""
f8b12a43-9c21-4b5e-8d7a-223456789062,nature_environment,"Hvornår planter du blomster?","Jeg planter dem i foråret.",""
f8b12a43-9c21-4b5e-8d7a-223456789063,nature_environment,"Er skoven åben for offentligheden?","Ja, den er åben hele året.",""
